source,video_index,file_path,half,clock,time_seconds,label,team,confidence,details
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:22,1462.0,Goal,away,0.9,Player scores a goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:24,1464.0,Shot off target,away,0.94,Player kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:28,1468.0,Goal,away,0.94,Player scores goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:32,1472.0,Ball out of play,home,0.9,ball in the crowd
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:34,1474.0,Foul,away,0.9,Player 4 blocks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:36,1476.0,Goal,away,0.9,Arsenal scores
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:38,1478.0,Shot on target,away,0.9,Player 21 takes a shot
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:40,1480.0,Shot off target,away,0.9,Player in yellow kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:44,1484.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:46,1486.0,Shot off target,away,0.94,Player in yellow kicks the ball but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:50,1490.0,Shot off target,away,0.9,Player in purple dribbles the ball and takes a shot
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:52,1492.0,Foul,away,0.9,Player in yellow commits foul against player in red
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:56,1496.0,Shot off target,away,0.8,Player kicks the ball but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,24:58,1498.0,Goal,away,0.9,Player scores a goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:00,1500.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:04,1504.0,Other,home,0.9,Player covers face with hand
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:08,1508.0,Premier League logo,home,0.9,Premier League logo
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:10,1510.0,Shot off target,away,0.8,Player in blue kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:14,1514.0,Shot off target,away,0.89,Player kicks the ball but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:16,1516.0,Goal,away,0.9,Player scores
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:18,1518.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:20,1520.0,Goal,away,0.94,Goalkeeper makes a save
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:22,1522.0,Shot off target,away,0.94,Goalkeeper kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:26,1526.0,Shot on target,away,0.9,Player in purple jersey takes a shot towards the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:28,1528.0,Foul,away,0.9,Arsenal player challenges for the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:32,1532.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:36,1536.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:40,1540.0,Shot off target,away,0.8,Player 23 takes a shot
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:44,1544.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:48,1548.0,Shot off target,away,0.9,Player in yellow kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:52,1552.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,25:56,1556.0,Shot off target,away,0.9,Player in purple attempts a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:00,1560.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:04,1564.0,Foul,away,0.8,Player Zaha from the home team fouls player Cazorla from the away team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:06,1566.0,Ball out of play,home,0.8,Ball goes out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:08,1568.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:12,1572.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:16,1576.0,Other,away,0.9,Player in yellow and blue jersey looks to the side
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:18,1578.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:22,1582.0,Foul,away,0.9,Player in yellow jersey fouls the player in purple jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:24,1584.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:28,1588.0,Shot off target,away,0.9,Player in purple jersey takes a shot from outside the box but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:32,1592.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:34,1594.0,Foul,away,0.9,Player from away team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:36,1596.0,Ball out of play,home,0.9,ball out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:38,1598.0,Foul,away,0.9,Player from away team fouls an opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:40,1600.0,Free-kick,away,0.9,Player takes free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:42,1602.0,Free-kick,home,0.94,Player takes free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:46,1606.0,Shot off target,away,0.94,Player takes a shot from the corner
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:48,1608.0,Foul,away,0.8,Arsenal player pushes Crystal Palace player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:54,1614.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,26:58,1618.0,Shot off target,away,0.9,Player takes a shot from outside the box but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:02,1622.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:06,1626.0,Foul,away,0.9,Player in yellow kicks the ball away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:08,1628.0,Shot off target,away,0.9,Player in yellow kicks the ball but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:10,1630.0,Set Pieces,away,0.9,Free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:12,1632.0,Foul,away,0.9,Player from away team commits a foul against a player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:16,1636.0,Foul,away,0.9,Player 28 fouls player 16
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:20,1640.0,Foul,away,0.9,Player 20 challenges player 18
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:22,1642.0,Goal,away,0.94,Player scores goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:24,1644.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:26,1646.0,Ball out of play,home,0.9,ball goes out
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:28,1648.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:32,1652.0,Shot off target,away,0.94,Player 28 takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:34,1654.0,Foul,away,0.9,Player in yellow jersey fouls the player in purple jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:36,1656.0,Shot off target,away,0.9,Player in purple kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:38,1658.0,Foul,away,0.9,Player in yellow shirt fouls the player in purple shirt
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:40,1660.0,Shot off target,away,0.9,Player in yellow kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:44,1664.0,Shot off target,away,0.9,Player in purple jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:48,1668.0,Goal,away,0.9,Player scores a goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:50,1670.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:52,1672.0,Shot off target,home,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:54,1674.0,Shot off target,away,0.8,Player 40 takes a shot
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:56,1676.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,27:58,1678.0,Shot off target,away,0.8,Player 27 takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:02,1682.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:06,1686.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:10,1690.0,Foul,away,0.9,Player in yellow shirt fouls player in purple shirt
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:14,1694.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:18,1698.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:20,1700.0,Foul,away,0.9,Player from away team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:24,1704.0,Foul,home,0.9,Player from home team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:26,1706.0,Foul,away,0.9,player 28 is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:28,1708.0,Shot off target,away,0.9,Player 81 kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:30,1710.0,Foul,away,0.9,Player 28 challenges player 18
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:34,1714.0,Foul,away,0.9,Player 28 blocks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:38,1718.0,Shot off target,away,0.9,Player in yellow kicks the ball but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:42,1722.0,Ball out of play,away,0.9,Ball goes out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:44,1724.0,Free-kick,away,0.94,Player 7 takes a free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:46,1726.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:50,1730.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:54,1734.0,Foul,away,0.9,Player 40 from Crystal Palace fouls the player in yellow jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:56,1736.0,Free-kick,away,0.94,Arsenal player takes a free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,28:58,1738.0,Foul,away,0.9,Player X fouls player Y
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:00,1740.0,Free-kick,away,0.9,Arsenal free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:04,1744.0,Free-kick,away,0.94,Arsenal player takes a free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:06,1746.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:08,1748.0,Kick-off,away,0.9,Kick-off
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:10,1750.0,Goal,away,0.9,Arsenal scores
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:12,1752.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:14,1754.0,Other,home,0.9,Player PUNCHEON holding head
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:16,1756.0,Foul,away,0.9,man Y touches the head
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:20,1760.0,Foul,home,0.94,Player from home team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:22,1762.0,Shot off target,away,0.8,Player 23 takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:24,1764.0,Free-kick,away,0.9,Player 22 takes a free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:26,1766.0,Shot off target,away,0.94,Player kicks the ball but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:28,1768.0,Goal,away,0.94,Goalkeeper makes a save
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:30,1770.0,Foul,away,0.9,Player from away team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:34,1774.0,Other,away,0.9,A player walks past the camera
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:38,1778.0,Shot off target,away,0.8,Player in yellow kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:42,1782.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:44,1784.0,Foul,away,0.9,Player in yellow jersey fouls the player in purple jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:46,1786.0,Shot off target,away,0.9,Player in yellow takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:50,1790.0,Shot off target,away,0.9,Player in purple jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:52,1792.0,Foul,away,0.9,Player in yellow shirt fouls the player in purple shirt
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:54,1794.0,Shot off target,away,0.9,Player in blue and red kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:56,1796.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,29:58,1798.0,Foul,home,0.9,Player from home team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:00,1800.0,Foul,away,0.9,Player in yellow jersey pushes player in red jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:02,1802.0,Foul,home,0.9,referee shows yellow card
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:04,1804.0,Foul,away,0.9,Player 27 is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:06,1806.0,Other,home,0.9,Player bending over
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:08,1808.0,Substitution,away,0.9,Arsenal player is substituted
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:12,1812.0,Substitution,away,0.9,Player X is substituted by Player Y
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:14,1814.0,Foul,away,0.9,Player from away team is being spoken to by the referee
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:16,1816.0,Other,home,0.9,man A talks
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:18,1818.0,Substitution,away,0.9,Player 7 is substituted by another player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:20,1820.0,Other,away,0.9,Player walks away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:24,1824.0,Other,away,0.9,Player in yellow jersey walks away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:28,1828.0,Other,away,0.9,fans clapping
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:32,1832.0,Other,away,0.9,Player looks to the side
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:36,1836.0,Other,away,0.9,Player looks at the referee
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:40,1840.0,Yellow card,away,0.94,for a foul
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:42,1842.0,Foul,away,0.9,Player X fouls player Y
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:44,1844.0,Other,home,0.9,Player runs towards the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:46,1846.0,Foul,away,0.8,Player 24 from team away pushes player 7 from team away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:50,1850.0,Other,away,0.8,fans applauding
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:54,1854.0,Foul,away,0.9,Player from away team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,30:56,1856.0,Other,away,0.9,Player looks around the field
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:00,1860.0,Substitution,away,0.9,Player 23 is substituted
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:02,1862.0,Other,away,0.9,Player 23 runs towards the field
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:04,1864.0,Other,home,0.9,Player walks away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:06,1866.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:08,1868.0,Other,home,0.9,Player looks to the side
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:10,1870.0,Ball out of play,home,0.9,ball out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:12,1872.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:14,1874.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:18,1878.0,Goal,away,0.94,Arsenal scores
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:20,1880.0,Shot off target,away,0.9,Player in yellow kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:24,1884.0,Shot off target,away,0.9,Player in purple shirt takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:28,1888.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:30,1890.0,Foul,away,0.9,Player 34 from home fouls player 11 from away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:32,1892.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:34,1894.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:36,1896.0,Shot off target,away,0.9,Player in purple jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:40,1900.0,Foul,away,0.9,Arsenal player fouls Crystal Palace player
